Key,Species,Subject,Location,Home,ObservationNumber,Date,Time,Photoperiod,Weather,VisibilityIssue,Arrival,Condition,NumSubjectsInObservation,Interference,AggressionSeen,Dog,Coyote,PuzzleReset,TrialLengthAvg,TrialLengthMax,PropVigilantAvg_RT,PropVigilantMax_RT,LookAtCamera_RT,Touch_RT,WorkTimeAvg_PS,WorkTimeMax_PS,Urinate,TotalExplorationAvg_RT,TotalExplorationMax_RT,ExploratoryDiversityAvg_PS,ExploratoryDiversityMax_PS,ActivityRateAvg_PS,ActivityRateMax_PS,Solve_PS,WasSolveOffCamera,FinalSolverofLocation,Solve_PS_Binary,TrialNumber_RT,TrialNumber_PS,Dummy
Group_Raccoon_Miller Knox-Pickleweed_1_Group,Raccoon,Group,Miller Knox-Pickleweed,No,1,11/24/2023,19:15:18,night,clear,Yes,First,Group,2,Yes,Yes,No,No,No,26.198,43.731,0,0,Yes,Yes,21.8825,36.232,No,7,8,7,7,0.319890323,0.220799293,Yes,No,Raccoon,1,1,1,NA
Raccoon 1_Raccoon_Mirmalek Home_3_Alone,Raccoon,Raccoon 1,Mirmalek Home,Yes,3,11/24/2022,22:32:34,night,clear,No,NotFirst,Alone,1,No,No,No,No,No,78.63,78.63,0,0,No,Yes,73.506,73.506,No,14,14,6,6,0.190460643,0.190460643,No,No,None,0,1,1,NA
Raccoon 1_Raccoon_Morello-Frosch Home_39_Alone,Raccoon,Raccoon 1,Morello-Frosch Home,Yes,39,11/23/2022,22:11:58,night,clear,No,NotFirst,Alone,1,No,No,No,No,No,42.057,42.057,0,0,No,Yes,36.413,36.413,No,9,9,6,6,0.247164474,0.247164474,Yes,No,Raccoon,1,1,1,NA
Raccoon 1_Raccoon_North Richmond Ballpark_20_Alone,Raccoon,Raccoon 1,North Richmond Ballpark,No,20,11/18/2023,4:45:59,night,rainy,Yes,NotFirst,Alone,1,No,No,No,No,Yes,20.098,20.098,0,0,No,Yes,18.166,18.166,No,6,6,6,6,0.33028735,0.33028735,Yes,Yes,Raccoon,1,1,1,NA
Raccoon 1_Raccoon_OZ Creek_1_Alone,Raccoon,Raccoon 1,OZ Creek,No,1,2/25/2023,5:38:32,night,clear,No,First,Alone,1,No,No,No,No,No,20.098,20.098,0,0,No,Yes,17.432,17.432,No,6,6,5,5,0.344194585,0.344194585,Yes,Yes,Raccoon,1,1,1,NA
Raccoon 1_Raccoon_OZ SEKI Gate_1_Alone,Raccoon,Raccoon 1,OZ SEKI Gate,No,1,2/17/2023,19:51:27,night,clear,Yes,First,Alone,1,No,No,No,No,No,138.059,138.059,0,0,No,Yes,114.828,114.828,No,12,12,4,4,0.104504128,0.104504128,Yes,Yes,Raccoon,1,1,1,NA
Raccoon 1_Raccoon_Osborne Home_8_Alone,Raccoon,Raccoon 1,Osborne Home,Yes,8,12/6/2023,20:32:47,night,clear,No,NotFirst,Alone,1,No,No,No,No,No,99.669,99.669,0,0,No,Yes,95.626,95.626,No,25,25,7,7,0.261435175,0.261435175,No,No,None,0,1,1,NA
Group_Raccoon_Phoenixx Home_1_Group,Raccoon,Raccoon 1,Phoenixx Home,Yes,1,1/30/2023,23:00:46,night,clear,Yes,First,Group,1,No,No,No,No,No,108.226,108.226,0,0,Yes,Yes,87.394,87.394,No,13,25,5,5,0.148751631,0.286060828,Yes,No,Raccoon,1,1,1,NA
Raccoon 1_Raccoon_Point Molate Beach Park_1_Alone,Raccoon,Raccoon 1,Point Molate Beach Park,No,1,11/24/2023,20:57:53,night,clear,Yes,First,Alone,1,No,No,Yes,No,No,97.939,97.939,0,0,No,Yes,93.906,93.906,No,14,14,5,5,0.149085255,0.149085255,Yes,No,Raccoon,1,1,1,NA
Raccoon 1_Raccoon_Point Pinole South_2_Alone,Raccoon,Raccoon 1,Point Pinole South,No,2,11/10/2023,5:37:49,night,clear,No,NotFirst,Alone,1,No,No,No,No,No,30.437,30.437,0,0,Yes,Yes,20.369,20.369,No,5,5,5,5,0.245471059,0.245471059,No,No,Raccoon,0,1,1,NA
Raccoon 1_Raccoon_Roberts Regional-Graham Trail_2_Alone,Raccoon,Raccoon 1,Roberts Regional-Graham Trail,No,2,11/13/2023,20:33:20,night,clear,Yes,NotFirst,Alone,1,No,No,Yes,Yes,Yes,410.998,410.998,0,0,Yes,Yes,397.866,397.866,No,113,113,9,9,0.284015221,0.284015221,Yes,No,Raccoon,1,1,1,NA
Group_Raccoon_Scharnagl Home_1_Group,Raccoon,Group,Scharnagl Home,Yes,1,11/24/2022,4:57:26,night,clear,No,First,Group,3,Yes,Yes,No,No,No,30.89266667,44.58,0,0,No,Yes,17.42266667,25.144,No,7,15,5,5,0.401775465,0.596563793,Yes,No,Raccoon,1,1,1,NA
Raccoon 1_Raccoon_Schell Home_13_Alone,Raccoon,Raccoon 1,Schell Home,Yes,13,11/30/2022,20:27:53,night,clear,Yes,NotFirst,Alone,1,No,No,No,No,No,25.161,25.161,0,0,No,Yes,25.161,25.161,No,3,3,2,2,0.119232145,0.119232145,No,No,Raccoon,0,1,1,NA
Raccoon 1_Raccoon_Scott Home_7_Alone,Raccoon,Raccoon 1,Scott Home,Yes,7,12/3/2022,3:08:13,night,clear,Yes,NotFirst,Alone,1,No,No,No,No,No,57.231,57.231,0,0,No,Yes,55.11,55.11,No,2,2,2,2,0.036291054,0.036291054,No,No,None,0,1,1,NA
Raccoon 1_Raccoon_Shannon Home_38_Alone,Raccoon,Raccoon 1,Shannon Home,Yes,38,12/3/2022,21:36:39,night,clear,No,NotFirst,Alone,1,No,No,No,No,No,54.657,54.657,0,0,No,Yes,47.493,47.493,No,11,11,6,6,0.23161308,0.23161308,No,No,None,0,1,1,NA
Raccoon 1_Raccoon_Shunick Home_10_Alone,Raccoon,Raccoon 1,Shunick Home,Yes,10,2/20/2023,20:16:40,night,clear,No,NotFirst,Alone,1,No,No,No,No,No,9.729,9.729,0,0,No,Yes,9.729,9.729,No,4,4,4,4,0.411141947,0.411141947,Yes,No,Raccoon,1,1,1,NA
Raccoon 1_Raccoon_Sibley Volcanic Regional Preserve_9_Alone,Raccoon,Raccoon 1,Sibley Volcanic Regional Preserve,No,9,11/14/2023,6:24:50,night,clear,No,NotFirst,Alone,1,No,No,No,Yes,No,47.643,47.643,0,0,No,Yes,41.879,41.879,No,15,15,4,4,0.358174742,0.358174742,No,No,None,0,1,1,NA
Raccoon 1_Raccoon_Sobrante Ridge Regional Preserve_1_Alone,Raccoon,Raccoon 1,Sobrante Ridge Regional Preserve,No,1,11/10/2023,18:39:12,night,clear,No,First,Alone,1,No,No,No,Yes,No,139.76,139.76,0,0,No,Yes,128.806,128.806,No,31,31,6,6,0.240672018,0.240672018,No,No,Raccoon,0,1,1,NA
Raccoon 1_Raccoon_Squire Home_5_Alone,Raccoon,Raccoon 1,Squire Home,Yes,5,11/29/2023,5:02:48,night,rainy,Yes,NotFirst,Alone,1,No,No,No,No,No,23.598,23.598,0,0,No,Yes,19.832,19.832,No,8,8,5,5,0.403388463,0.403388463,Yes,No,Raccoon,1,1,1,NA
Raccoon 1_Raccoon_Tarvin Home_4_Alone,Raccoon,Raccoon 1,Tarvin Home,Yes,4,11/29/2022,5:44:44,night,clear,No,NotFirst,Alone,1,No,No,No,No,No,64.859,64.859,0,0,No,Yes,59.075,59.075,No,6,6,5,5,0.101565806,0.101565806,No,No,None,0,1,1,NA
Group_Raccoon_Tilden Regional Park-Arroyo Pkwy_4_Group,Raccoon,Group,Tilden Regional Park-Arroyo Pkwy,No,4,11/17/2023,18:31:01,night,rainy,Yes,NotFirst,Group,2,No,No,Yes,Yes,Yes,12.2975,21.431,0,0,No,Yes,8.1325,15.599,No,3,5,3,3,0.368890255,0.320533368,Yes,Yes,Raccoon,1,1,1,NA
Raccoon 1_Raccoon_Tudor Home_1_Alone,Raccoon,Raccoon 1,Tudor Home,Yes,1,1/28/2023,21:15:08,night,clear,No,First,Alone,1,No,No,No,Yes,No,5.344,5.344,0,0,Yes,No,0,0,No,1,1,1,1,0,0,DidNotAttempt,DidNotAttempt,Coyote,NA,1,NA,NA
Group_Raccoon_UC Gill Tract_2_Group,Raccoon,Group,UC Gill Tract,No,2,12/4/2023,23:48:36,night,clear,Yes,NotFirst,Group,2,Yes,Yes,No,No,No,17.3845,32.008,0,0,No,Yes,12.1055,24.211,No,3,4,3,3,0.247821238,0.165214159,Yes,Yes,Raccoon,1,1,1,NA
Group_Raccoon_UCB Women's Faculty Club_1_Group,Raccoon,Group,UCB Women's Faculty Club,No,1,11/7/2023,18:34:27,night,clear,Yes,First,Group,5,Yes,Yes,No,No,No,22.3552,83.402,0.037270971,0.049950841,Yes,Yes,12.718,55.704,No,4,8,3,3,0.314514861,0.143616257,Yes,Yes,Raccoon,1,1,1,NA
Group_Raccoon_Wildcat Marsh Staging Area_5_Group,Raccoon,Group,Wildcat Marsh Staging Area,No,5,11/18/2023,22:59:39,night,clear,No,NotFirst,Group,2,No,No,Yes,No,No,7.496,12.871,0,0,No,Yes,5.2,10.4,No,6,9,6,6,1.153846154,0.865384615,Yes,No,Raccoon,1,1,1,NA
Group_Raccoon_Wilkinson Home_2_Group,Raccoon,Group,Wilkinson Home,Yes,2,11/23/2022,22:49:04,night,clear,Yes,NotFirst,Group,2,No,No,Yes,No,No,39.082,78.164,0,0,Yes,Yes,37.7615,75.523,No,6,6,4,4,0.158891993,0.079445997,Yes,Yes,Raccoon,1,1,1,NA
Red Fox 1_Red Fox_Huntsinger Home 1_3_Alone,Red Fox,Red Fox 1,Huntsinger Home 1,Yes,3,11/24/2022,2:46:19,night,clear,No,NotFirst,Alone,1,No,No,No,Yes,No,11.099,11.099,1,1,No,No,0,0,No,0,0,0,0,0,0,DidNotAttempt,DidNotAttempt,Red Fox,NA,1,NA,NA
Red Fox 1_Red Fox_Metropolitan Golf Links_6_Alone,Red Fox,Red Fox 1,Metropolitan Golf Links,No,6,12/11/2023,1:56:52,night,clear,No,NotFirst,Alone,1,No,No,Yes,No,No,1.96,1.96,0,0,No,No,0,0,No,1,1,1,1,0,0,DidNotAttempt,DidNotAttempt,None,NA,1,NA,NA
Red Fox 1_Red Fox_Monarch Bay Golf Club_1_Alone,Red Fox,Red Fox 1,Monarch Bay Golf Club,No,1,11/28/2023,21:40:59,night,clear,No,First,Alone,1,No,No,Yes,No,No,51.55,51.55,0,0,Yes,Yes,40.303,40.303,No,17,17,5,5,0.421804828,0.421804828,No,No,Red Fox,0,1,1,NA
Red Fox 1_Red Fox_Temescal Regional Recreation Area_4_Alone,Red Fox,Red Fox 1,Temescal Regional Recreation Area,No,4,11/11/2023,23:44:13,night,clear,No,NotFirst,Alone,1,No,No,No,Yes,No,1.798,1.798,0,0,No,Yes,0.432,0.432,No,3,3,3,3,6.944444444,6.944444444,Yes,No,Red Fox,1,1,1,NA
Red Fox 1_Red Fox_Wildcat Canyon Regional Park_4_Alone,Red Fox,Red Fox 1,Wildcat Canyon Regional Park,No,4,11/24/2023,1:53:16,night,clear,No,NotFirst,Alone,1,No,No,No,Yes,No,14.651,14.651,0.243191591,0.243191591,No,No,0,0,No,1,1,1,1,0,0,DidNotAttempt,DidNotAttempt,None,NA,1,NA,NA
Skunk 1_Skunk_Ahern Home_3_Alone,Skunk,Skunk 1,Ahern Home,Yes,3,1/26/2023,3:33:15,night,clear,No,NotFirst,Alone,1,No,No,No,Yes,No,27.398,27.398,0,0,No,Yes,17.511,17.511,No,4,4,3,3,0.228427845,0.228427845,No,No,Raccoon,0,1,1,NA
Skunk 1_Skunk_Albe Home_8_Alone,Skunk,Skunk 1,Albe Home,Yes,8,11/25/2022,23:26:27,night,clear,No,NotFirst,Alone,1,No,No,No,No,No,36.848,36.848,0,0,No,Yes,23.517,23.517,No,12,12,5,5,0.510269167,0.510269167,No,No,Raccoon,0,1,1,NA
Skunk 1_Skunk_Andrews Home_10_Alone,Skunk,Skunk 1,Andrews Home,Yes,10,1/30/2023,5:41:54,night,clear,No,NotFirst,Alone,1,No,No,No,No,No,4.883,4.883,0,0,No,Yes,2.382,2.382,No,1,1,1,1,0.419815281,0.419815281,No,No,None,0,1,1,NA
Skunk 1_Skunk_Belgum Trail_9_Alone,Skunk,Skunk 1,Belgum Trail,No,9,12/1/2023,21:34:54,night,clear,No,NotFirst,Alone,1,No,No,Yes,Yes,Yes,1.999,1.999,0,0,No,No,0,0,No,1,1,1,1,0,0,DidNotAttempt,DidNotAttempt,Raccoon,NA,1,NA,NA
Skunk 1_Skunk_Blake Garden 2_4_Alone,Skunk,Skunk 1,Blake Garden 2,No,4,11/15/2023,1:12:13,night,clear,No,NotFirst,Alone,1,No,No,No,Yes,No,7.966,7.966,0,0,No,No,0,0,No,1,1,1,1,0,0,DidNotAttempt,DidNotAttempt,Opossum,NA,1,NA,NA
Skunk 1_Skunk_Carquinez_2_Alone,Skunk,Skunk 1,Carquinez,No,2,11/29/2023,19:12:42,night,clear,No,NotFirst,Alone,1,No,No,No,No,No,20.098,20.098,0,0,No,Yes,15.566,15.566,No,8,8,4,4,0.51394064,0.51394064,No,No,Raccoon,0,1,1,NA
Skunk 1_Skunk_Chen Home_5_Alone,Skunk,Skunk 1,Chen Home,Yes,5,11/24/2022,18:25:31,night,clear,No,NotFirst,Alone,1,No,No,No,No,No,2.021,2.021,0,0,No,No,0,0,No,1,1,1,1,0,0,DidNotAttempt,DidNotAttempt,Raccoon,NA,1,NA,NA
Skunk 1_Skunk_Ehara-Brown Home_1_Alone,Skunk,Skunk 1,Ehara-Brown Home,Yes,1,1/29/2023,19:47:35,night,clear,No,First,Alone,1,No,No,No,No,No,37.098,37.098,0,0,No,Yes,23.662,23.662,No,7,7,4,4,0.295832981,0.295832981,No,No,None,0,1,1,NA
Skunk 1_Skunk_Getz Home 2_2_Alone,Skunk,Skunk 1,Getz Home 2,Yes,2,11/9/2023,20:14:19,night,clear,No,NotFirst,Alone,1,No,No,No,No,No,13.864,13.864,0,0,No,Yes,3.199,3.199,No,4,4,3,3,1.250390747,1.250390747,No,No,Raccoon,0,1,1,NA
Skunk 1_Skunk_Hamilton Home - Yard_6_Alone,Skunk,Skunk 1,Hamilton Home - Yard,Yes,6,1/31/2023,2:18:01,night,clear,No,NotFirst,Alone,1,No,No,No,No,No,32.298,32.298,0,0,No,Yes,32.298,32.298,No,6,6,3,3,0.185770017,0.185770017,No,No,Raccoon,0,1,1,NA
Skunk 1_Skunk_Harley Home_6_Alone,Skunk,Skunk 1,Harley Home,Yes,6,2/17/2023,3:15:42,night,clear,No,NotFirst,Alone,1,No,No,No,No,No,20.364,20.364,0,0,No,Yes,13.298,13.298,No,9,9,5,5,0.676793503,0.676793503,Yes,Yes,Skunk,1,1,1,NA
Skunk 1_Skunk_Marcus Home_7_Alone,Skunk,Skunk 1,Marcus Home,Yes,7,1/27/2023,22:31:20,night,clear,No,NotFirst,Alone,1,No,No,No,No,No,4.066,4.066,0,0,No,Yes,4.066,4.066,No,3,3,2,2,0.737825873,0.737825873,No,No,Skunk,0,1,1,NA
Skunk 1_Skunk_Mason Home_7_Alone,Skunk,Skunk 1,Mason Home,Yes,7,12/2/2022,22:32:29,night,clear,No,NotFirst,Alone,1,No,No,No,No,No,45.127,45.127,0,0,No,Yes,25.529,25.529,No,13,13,4,4,0.509224803,0.509224803,No,No,None,0,1,1,NA
Skunk 1_Skunk_Merrill Home_1_Alone,Skunk,Skunk 1,Merrill Home,Yes,1,2/6/2023,4:31:26,night,clear,Yes,First,Alone,1,No,No,No,No,No,119.69,119.69,0,0,No,Yes,116.328,116.328,No,32,32,7,7,0.275084245,0.275084245,No,No,None,0,1,1,NA
Skunk 1_Skunk_Mirmalek Home_4_Alone,Skunk,Skunk 1,Mirmalek Home,Yes,4,11/24/2022,22:45:29,night,clear,No,NotFirst,Alone,1,No,No,No,No,No,32.368,32.368,0,0,No,Yes,23.881,23.881,No,5,5,4,4,0.209371467,0.209371467,No,No,None,0,1,1,NA
Skunk 1_Skunk_Ochoa Home_1_Alone,Skunk,Skunk 1,Ochoa Home,Yes,1,12/9/2023,12/9/2023,night,clear,Yes,First,Alone,1,No,No,No,No,No,75.345,75.345,0,0,No,Yes,68.2,68.2,No,11,11,4,4,0.161290323,0.161290323,No,No,None,0,1,1,NA
Skunk 1_Skunk_Shannon Home_1_Alone,Skunk,Skunk 1,Shannon Home,Yes,1,11/22/2022,3:56:44,night,clear,No,First,Alone,1,No,No,No,No,No,16.165,16.165,0,0,No,Yes,12.833,12.833,No,5,5,3,3,0.38962051,0.38962051,No,No,None,0,1,1,NA
Skunk 1_Skunk_Shunick Home_1_Alone,Skunk,Skunk 1,Shunick Home,Yes,1,2/18/2023,21:16:41,night,clear,No,First,Alone,1,No,No,No,No,No,26.162,26.162,0,0,No,Yes,10.007,10.007,No,3,3,2,2,0.299790147,0.299790147,No,No,Raccoon,0,1,1,NA
Skunk 1_Skunk_Tarvin Home_11_Alone,Skunk,Skunk 1,Tarvin Home,Yes,11,12/3/2022,1:53:29,night,clear,No,NotFirst,Alone,1,No,No,No,No,No,17.995,17.995,0,0,No,Yes,17.576,17.576,No,3,3,2,2,0.170687301,0.170687301,No,No,None,0,1,1,NA
Skunk 1_Skunk_Temescal Regional Recreation Area_1_Alone,Skunk,Skunk 1,Temescal Regional Recreation Area,No,1,11/7/2023,2:00:41,night,clear,No,First,Alone,1,No,No,No,Yes,No,3.329,3.329,0,0,No,No,0,0,No,1,1,1,1,0,0,DidNotAttempt,DidNotAttempt,Red Fox,NA,1,NA,NA
Skunk 1_Skunk_University Village Community Garden_8_Alone,Skunk,Skunk 1,University Village Community Garden,No,8,12/12/2023,3:48:37,night,clear,No,NotFirst,Alone,1,No,No,Yes,No,No,63.637,63.637,0,0,No,Yes,56.515,56.515,No,24,24,7,7,0.424666018,0.424666018,Yes,No,Skunk,1,1,1,NA
Skunk 1_Skunk_Wildcat Marsh Staging Area_4_Alone,Skunk,Skunk 1,Wildcat Marsh Staging Area,No,4,11/18/2023,22:41:50,night,clear,No,NotFirst,Alone,1,No,No,Yes,No,No,3.742,3.742,0,0,No,No,0,0,No,1,1,1,1,0,0,DidNotAttempt,DidNotAttempt,Raccoon,NA,1,NA,NA
